both
ID          Name         Time         Max_wind     Min_pressure Landfall     distance    
AL112019    IMELDA       1d12h        40.0         1003.0       0            159.34567820678657
AL122019    KAREN        5d12h        40.0         1003.0       0            1320.4144468187424
AL132019    LORENZO      11d12h       140.0        925.0        0            4393.903401865363
AL142019    MELISSA      6d0h         55.0         994.0        0            1426.140605121018
AL152019    FIFTEEN      3d0h         30.0         1006.0       0            757.8807838093278
AL162019    NESTOR       3d12h        50.0         996.0        0            1335.2016932299766
AL172019    OLGA         2d6h         45.0         992.0        0            1318.7405320147839
AL182019    PABLO        5d6h         70.0         977.0        0            1767.2782269623062
AL192019    REBEKAH      5d12h        70.0         965.0        0            1923.420363663357
AL202019    SEBASTIEN    8d6h         60.0         970.0        0            3576.0505924444105
AL012020    ARTHUR       4d6h         55.0         989.0        0            1090.3644238375641
AL022020    BERTHA       1d6h         45.0         1005.0       0            358.54886903042654
AL032020    CRISTOBAL    10d12h       50.0         982.0        0            2614.573229752803
AL042020    DOLLY        2d18h        40.0         1000.0       0            573.5871322604526
AL052020    EDOUARD      5d6h         40.0         1005.0       0            3221.448517038758
AL062020    FAY          6d6h         50.0         998.0        0            1398.8597710553083
AL072020    GONZALO      5d6h         55.0         997.0        0            1461.2967991130517
AL082020    HANNA        3d18h        80.0         973.0        2            619.4587712328156
AL092020    ISAIAS       7d18h        80.0         986.0        3            2848.087986485637
AL102020    TEN          3d6h         30.0         1008.0       0            515.0885476516869
AL112020    JOSEPHINE    5d18h        40.0         1004.0       0            1818.0340285240716
AL122020    KYLE         1d12h        45.0         1000.0       0            503.901690163626
AL132020    LAURA        9d6h         130.0        937.0        1            3456.078289806374
AL142020    MARCO        5d0h         65.0         991.0        0            1182.041712386207
AL152020    OMAR         6d12h        35.0         1003.0       0            1503.6751065978606
AL162020    NANA         2d18h        65.0         994.0        1            896.4132791990405
AL172020    PAULETTE     21d12h       90.0         965.0        1            6106.69980277035
AL182020    RENE         7d18h        40.0         1001.0       0            1955.2223606044768
AL192020    SALLY        6d12h        95.0         965.0        1            1005.5374661609223
AL202020    TEDDY        12d0h        120.0        945.0        0            3608.862329434633
AL212020    VICKY        5d18h        45.0         1001.0       0            1079.3409626792218
AL222020    BETA         8d0h         55.0         993.0        0            1242.1419714698156
AL232020    WILFRED      4d0h         35.0         1006.0       0            1222.914342351225
AL242020    ALPHA        4d12h        60.0         992.0        0            1148.8636205173873
AL252020    GAMMA        4d12h        65.0         978.0        1            630.3313725857437
AL262020    DELTA        7d0h         120.0        953.0        2            1855.5180708184407
AL272020    EPSILON      10d0h        100.0        952.0        0            2768.603719006924
AL282020    ZETA         5d12h        100.0        970.0        2            1795.9215040852118
AL292020    ETA          13d6h        130.0        922.0        1            3247.535089643001
AL302020    THETA        8d0h         60.0         987.0        0            1664.5748770631565
AL312020    IOTA         6d0h         135.0        917.0        1            1055.2707283062487
AL012021    ANA          4d0h         50.0         1004.0       0            1033.5954723298098
AL022021    BILL         2d6h         55.0         992.0        0            994.1411231166867
AL032021    CLAUDETTE    5d6h         40.0         1003.0       0            2042.5382421811937
AL042021    DANNY        1d6h         40.0         1009.0       0            427.49605259759346
AL052021    ELSA         9d12h        75.0         991.0        0            4021.81300920297
AL062021    FRED         10d12h       55.0         991.0        0            3037.022595234179
AL072021    GRACE        8d6h         105.0        967.0        2            2922.653348890135
AL082021    HENRI        9d18h        65.0         986.0        0            1940.9063618280843
AL092021    IDA          9d6h         130.0        929.0        3            3007.2787554220554
AL102021    KATE         5d0h         40.0         1004.0       0            858.7161261575744
AL112021    JULIAN       3d0h         50.0         993.0        0            1304.803908442751
AL122021    LARRY        11d0h        110.0        953.0        1            4179.205842697819
AL132021    MINDY        2d0h         50.0         1000.0       0            837.4475378096978
AL142021    NICHOLAS     4d18h        65.0         988.0        1            855.7034839641303
AL152021    ODETTE       10d12h       55.0         989.0        0            3244.5693590922583
AL162021    PETER        3d18h        45.0         1005.0       0            848.3436042942101
AL172021    ROSE         5d6h         50.0         1004.0       0            1383.5747628604574
AL182021    SAM          14d12h       135.0        927.0        0            4919.736001799573
AL192021    TERESA       2d6h         40.0         1008.0       0            387.92079284302133
AL202021    VICTOR       5d6h         55.0         997.0        0            1353.6666995168948
AL212021    WANDA        13d6h        60.0         973.0        0            3676.9618141326396
AL012022    ALEX         4d0h         60.0         984.0        0            1408.8916032076695
AL022022    BONNIE       13d6h        100.0        964.0        0            5042.314259788464
AL032022    COLIN        1d0h         35.0         1011.0       0            117.72385274965421
AL052022    DANIELLE     15d6h        75.0         972.0        0            3303.11033233444
AL062022    EARL         12d18h       95.0         948.0        0            2821.127017251159
